,RK,Player,Team,,▲,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,IBB,HBP,SAC,SF,TB,XBH,GDP,GO,AO,GO_AO,NP,PA
390,383,"Lewis, C",TEX,,407890,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,12,2
391,383,"McCullers Jr., L",HOU,,621121,P,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,8,2
392,383,"Miley, W",BOS,,489119,P,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2,0,*.**,10,2
393,383,"Milone, T",MIN,,543548,P,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,1,0.00,7,2
394,383,"Noel, R",NYY,,592596,CF,15,2,5,1,0,0,0,0,0,0,5,2,.500,.500,.500,1.000,0,0,0,0,1,0,0,1,0,*.**,6,2
395,383,"Norris, D",DET,,596057,P,1,2,1,1,0,0,1,2,1,1,0,0,.500,.667,2.000,2.667,0,0,0,0,4,1,0,0,0,-.--,11,3
396,383,"Nuno, V",SEA,,573064,P,4,2,0,1,0,0,0,1,0,0,0,0,.500,.500,.500,1.000,0,0,0,0,1,0,0,1,0,*.**,6,2
397,383,"Owens, H",BOS,,596064,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,11,2
398,383,"Paxton, J",SEA,,572020,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,6,2
399,383,"Perez, M",TEX,,527048,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,13,2
400,383,"Pineda, M",NYY,,501381,P,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,5,2
401,383,"Porcello, R",BOS,,519144,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,8,2
402,383,"Ramirez, E",TB,,541640,P,2,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,8,2
403,383,"Ranaudo, A",TEX,,519168,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,9,2
404,383,"Rodriguez, E",BOS,,593958,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,1,0,*.**,17,3
405,383,"Rodriguez, W",KC,,434643,P,1,2,1,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,0,1,0,0,1,0,*.**,8,2
406,383,"Romine, A",NYY,,519222,C,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,1,1.00,7,2
407,383,"Samardzija, J",CWS,,502188,P,1,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,0,0,0,0,1,0,0,0,0,-.--,13,2
408,383,"Sanchez, G",NYY,,596142,C,2,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,1,0.00,8,2
409,383,"Severino, L",NYY,,622663,P,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,1,1.00,5,2
410,383,"Tillman, C",BAL,,501957,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,9,2
411,383,"Weaver, J",LAA,,450308,P,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,1,0.00,6,2
412,383,"Wilson, T",BAL,,592869,P,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,2,1,2.00,10,3
413,383,"Wright, Jr., D",BAL,,605541,P,2,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,0,0,1,0,1,0,0,1,0,*.**,8,3
414,415,"Adams, A",CLE,,542866,P,3,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,2,0,*.**,1,1
415,415,"Andriese, M",TB,,542882,P,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,4,1
416,415,"Belisario, R",BOS,,430613,P,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,1,0.00,5,1
417,415,"Blanton, J",KC,,430599,P,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,6,1
418,415,"Capuano, C",NYY,,425626,P,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,3,1
419,415,"Carrasco, C",CLE,,471911,P,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,2,0,1,0,0,2,0,*.**,9,3
420,415,"Choice, M",CLE,,574831,RF,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,7,1
421,415,"Copeland, S",TOR,,571577,P,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,6,1
422,415,"Duensing, B",MIN,,488846,P,4,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,2,1
423,415,"Gonzalez, M",BAL,,456068,P,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,4,1
424,415,"Happ, J",SEA,,457918,P,1,1,0,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500,0,0,0,0,0,0,1,2,0,*.**,6,2
425,415,"Hardy, B",DET,,543278,P,4,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,2,1
426,415,"Harris, W",HOU,,501789,P,4,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,3,1
427,415,"Jimenez, L",BOS,,499864,3B,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,3,1
428,415,"Mitchell, B",NYY,,571951,P,3,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,6,1
429,415,"Moore, M",TB,,519043,P,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,2,0,*.**,12,2
430,415,"Pinder, B",NYY,,572038,P,2,1,0,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000,0,0,0,0,2,1,0,0,0,-.--,1,1
431,415,"Rasmus, C",LAA,,474284,P,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,3,1
432,415,"Rodon, C",CWS,,607074,P,2,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,2,0,0,0,0,2,0,*.**,6,3
433,415,"Shoemaker, M",LAA,,533167,P,1,1,0,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500,0,0,0,0,0,0,0,1,0,*.**,7,2
434,415,"Venditte, P",TOR,,519381,P,2,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,8,1
435,415,"Wright, S",BOS,,453214,P,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,2,0,*.**,6,2
436,437,"Abad, F",OAK,,472551,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437,437,"Achter, A",MIN,,592091,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
438,437,"Alburquerque, A",DET,,456379,P,6,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
439,437,"Allen, C",CLE,,592102,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
440,437,"Almonte, M",KC,,602083,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
441,437,"Alvarez, J",LAA,,501625,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
442,437,"Bailey, A",NYY,,457732,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
443,437,"Balfour, G",TB,,346797,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
444,437,"Barnes, M",BOS,,598264,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
445,437,"Bass, A",TEX,,542914,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
446,437,"Bedrosian, C",LAA,,592135,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
447,437,"Beimel, J",SEA,,346847,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
448,437,"Beliveau, J",TB,,542924,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
449,437,"Betances, D",NYY,,476454,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
450,437,"Boxberger, B",TB,,502202,P,8,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
451,437,"Boyd, M",DET,,571510,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
452,437,"Boyer, B",MIN,,430641,P,7,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
453,437,"Brach, B",BAL,,542960,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
454,437,"Breslow, C",BOS,,444520,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
455,437,"Britton, Z",BAL,,502154,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
456,437,"Carpenter, D",NYY,,502304,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
457,437,"Carroll, S",CWS,,453222,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
458,437,"Castro, A",OAK,,502162,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
459,437,"Cecil, B",TOR,,446399,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
460,437,"Cedeno, X",TB,,458584,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
461,437,"Chamberlain, J",KC,,501955,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
462,437,"Clippard, T",OAK,,461325,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
463,437,"Colome, A",TB,,517008,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
464,437,"Cook, R",BOS,,475857,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
465,437,"Cotham, C",NYY,,571584,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
466,437,"Cotts, N",MIN,,425840,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
467,437,"Crockett, K",CLE,,641490,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
468,437,"Davies, K",NYY,,434678,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
469,437,"Davis, W",KC,,451584,P,7,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
470,437,"Delabar, S",TOR,,447755,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
471,437,"Detwiler, R",TEX,,446321,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
472,437,"Diekman, J",TEX,,518617,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
473,437,"Dominguez, J",TB,,523848,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
474,437,"Doolittle, S",OAK,,448281,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
475,437,"Drake, O",BAL,,543118,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
476,437,"Duke, Z",CWS,,435043,P,6,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
477,437,"Dyson, S",TEX,,473879,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
478,437,"Edwards, J",TEX,,457754,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
479,437,"Farquhar, D",SEA,,543144,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
480,437,"Faulkner, A",TEX,,605226,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
481,437,"Feliz, M",HOU,,593140,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
482,437,"Feliz, N",DET,,491703,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
483,437,"Fields, J",HOU,,451661,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
484,437,"Fien, C",MIN,,502272,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
485,437,"Frasor, J",KC,,430630,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
486,437,"Freeman, S",TEX,,518693,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
487,437,"Frieri, E",TB,,457117,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
488,437,"Furbush, C",SEA,,518703,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
489,437,"Garcia, J",BAL,,592329,P,3,0,0,0,0,0,0,0,1,0,0,0,.---,1.000,.---,1.000,0,0,0,0,0,0,0,0,0,-.--,4,1
490,437,"Gausman, K",BAL,,592332,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
491,437,"Geltz, S",TB,,544993,P,7,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
492,437,"Givens, M",BAL,,571710,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
493,437,"Gomes, B",TB,,460156,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
494,437,"Goody, N",NYY,,580792,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
495,437,"Gorzelanny, T",DET,,452733,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
496,437,"Gott, T",LAA,,641627,P,6,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
497,437,"Graham, J",MIN,,543242,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
498,437,"Graveman, K",OAK,,608665,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
499,437,"Gregerson, L",HOU,,502381,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
500,437,"Guaipe, M",SEA,,515052,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
501,437,"Guerra, J",CWS,,448855,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
502,437,"Hagadone, N",CLE,,444935,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
503,437,"Hawkins, L",TOR,,115629,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
504,437,"Hembree, H",BOS,,592390,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
505,437,"Hendriks, L",TOR,,521230,P,5,0,0,0,0,0,0,0,1,0,0,0,.---,1.000,.---,1.000,0,0,0,0,0,0,0,0,0,-.--,6,1
506,437,"Herrera, K",KC,,516969,P,9,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
507,437,"Hochevar, L",KC,,460024,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
508,437,"Holland, G",KC,,518813,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
509,437,"Hunter, T",BAL,,488984,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
510,437,"Hutchison, D",TOR,,571800,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
511,437,"Jepsen, K",MIN,,448178,P,8,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
512,437,"Kela, K",TEX,,605309,P,6,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
513,437,"Knudson, G",DET,,605317,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
514,437,"Krol, I",DET,,571871,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
515,437,"Layne, T",BOS,,518927,P,9,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
516,437,"Leone, D",SEA,,608678,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
517,437,"Loup, A",TOR,,571901,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
518,437,"Lowe, M",TOR,,450275,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
519,437,"Machi, J",BOS,,466948,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
520,437,"Madson, R",KC,,425492,P,7,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
521,437,"Manship, J",CLE,,453249,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
522,437,"Martin, C",NYY,,455119,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
523,437,"Matusz, B",BAL,,451085,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
524,437,"McAllister, Z",CLE,,502083,P,7,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
525,437,"McFarland, T",BAL,,519008,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
526,437,"McGee, J",TB,,459429,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
527,437,"Medina, Y",SEA,,500721,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
528,437,"Medlen, K",KC,,450665,P,2,0,1,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,1,0,0,0,0,1,0,*.**,2,1
529,437,"Mendez, R",BOS,,542669,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
530,437,"Meyer, A",MIN,,543542,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
531,437,"Miller, A",NYY,,453192,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
532,437,"Morales, F",KC,,462985,P,6,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
533,437,"Morin, M",LAA,,573046,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
534,437,"Mujica, E",OAK,,465629,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
535,437,"Nesbitt, A",DET,,553970,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
536,437,"Neshek, P",HOU,,450212,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
537,437,"Noesi, H",CWS,,456051,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
538,437,"O'Day, D",BAL,,503285,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
539,437,"O'Flaherty, E",OAK,,447714,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
540,437,"Oberholtzer, B",HOU,,519085,P,1,0,0,0,0,0,0,0,1,0,0,0,.---,1.000,.---,1.000,0,0,2,0,0,0,0,2,0,*.**,9,3
541,437,"Ogando, A",BOS,,468396,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
542,437,"Ohlendorf, R",TEX,,456027,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
543,437,"Olson, T",SEA,,621397,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
544,437,"Osuna, R",TOR,,532077,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
545,437,"Otero, D",OAK,,519096,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
546,437,"Patton, S",TEX,,607359,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
547,437,"Pazos, J",NYY,,572021,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
548,437,"Perez, O",HOU,,424144,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
549,437,"Perkins, G",MIN,,450282,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
550,437,"Pestano, V",LAA,,502260,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
551,437,"Petricka, J",CWS,,502593,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
552,437,"Pimentel, S",TEX,,516935,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
553,437,"Pomeranz, D",OAK,,519141,P,6,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
554,437,"Pressly, R",MIN,,519151,P,6,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
